Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1704192490,14,POST,/prediction_sexism,0.800000,0.000000,57,86,91,91,96,120,120,120,120,120,120,12,0,55,70.28653333333365,46.895199999994475,119.79640000000202,92.75
1704192490,14,GET,/task,0.100000,0.000000,52,52,52,52,52,52,52,52,52,52,52,2,0,49,50.41824999999811,48.98269999999627,51.85379999999995,192.0
1704192490,14,GET,/task/A,0.100000,0.000000,49,49,95,95,95,95,95,95,95,95,95,4,0,49,68.68107499999887,46.57890000000009,95.03909999999749,168.0
1704192490,14,GET,/task/A/metrics,0.200000,0.000000,50,50,50,50,50,50,50,50,50,50,50,2,0,49,49.488000000001975,48.623600000002654,50.352400000001296,94.0
1704192490,14,GET,/task/A/preprocessing,0.200000,0.000000,50,95,95,97,97,97,97,97,97,97,97,5,0,50,67.92395999999883,48.782899999999074,97.11039999999826,109.0
1704192490,14,GET,/task/B,0.300000,0.000000,89,89,93,93,93,93,93,93,93,93,93,3,0,89,76.0317999999991,45.769599999999855,93.10359999999918,240.0
1704192490,14,GET,/task/B/metrics,0.300000,0.000000,50,50,55,55,55,55,55,55,55,55,55,5,0,50,58.402539999997316,46.91429999999741,92.69019999999983,94.0
1704192490,14,GET,/task/B/preprocessing,0.000000,0.000000,91,91,91,91,91,91,91,91,91,91,91,1,0,90.93730000000022,90.93730000000022,90.93730000000022,90.93730000000022,108.0
1704192490,14,,Aggregated,2.500000,0.000000,51,55,88,91,95,97,120,120,120,120,120,39,0,52,65.51147692307623,42.20289999999949,119.79640000000202,127.15384615384616
1704192491,15,GET,/,0.100000,0.000000,42,42,42,42,42,42,42,42,42,42,42,1,0,42.20289999999949,42.20289999999949,42.20289999999949,42.20289999999949,274.0
1704192491,15,POST,/prediction_category,0.400000,0.000000,51,52,52,93,93,93,93,93,93,93,93,5,0,51,58.91243999999887,48.62089999999952,92.53220000000084,120.0
1704192491,15,POST,/prediction_sexism,1.000000,0.000000,57,58,88,88,91,120,120,120,120,120,120,13,0,57,69.33994615384675,46.895199999994475,119.79640000000202,96.6923076923077
1704192491,15,GET,/task,0.100000,0.000000,52,52,91,91,91,91,91,91,91,91,91,3,0,52,64.06486666666567,48.98269999999627,91.35810000000077,192.0
1704192491,15,GET,/task/A,0.100000,0.000000,48,49,49,95,95,95,95,95,95,95,95,6,0,48,61.7501833333319,46.57890000000009,95.03909999999749,168.0
1704192491,15,GET,/task/A/metrics,0.200000,0.000000,50,50,50,50,50,50,50,50,50,50,50,2,0,49,49.488000000001975,48.623600000002654,50.352400000001296,94.0
1704192491,15,GET,/task/A/preprocessing,0.300000,0.000000,50,95,95,97,97,97,97,97,97,97,97,5,0,50,67.92395999999883,48.782899999999074,97.11039999999826,109.0
